iter	RMSE
402	726.1271128
403	723.326447
404	720.3236237
405	718.7332506
406	716.3160722
407	714.2108773
408	712.1760642
409	711.4778129
410	709.2597823
411	707.6827132
412	705.1125167
413	703.1711653
414	702.2047398
415	699.2562627
416	697.0305439
417	696.3362433
418	694.4560186
419	692.2715827
420	690.1603142
421	688.5385929
422	687.8828934
423	686.4881833
424	685.0594108
425	684.1091154
426	682.7248282
427	681.1319357
428	677.5335437
429	676.051644
430	674.4672799
431	673.8063219
432	672.8241756
433	671.3471994
434	668.5930238
435	667.847365
436	665.1284999
437	662.7607224
438	660.0507328
439	659.1534802
440	657.2548364
441	656.4957371
442	655.0495844
443	653.4801671
444	652.2232279
445	651.580218
446	650.2251485
447	649.2889695
448	647.0160226
449	645.4109406
450	644.8794987
451	643.2770217
452	641.8709024
453	639.4007486
454	638.2315643
455	636.9026167
456	634.9431584
457	634.1823991
458	632.33583
459	630.9969535
460	628.5606318
461	626.0157228
462	623.9663302
463	623.3327591
464	621.4921936
465	618.9812508
466	617.3901051
467	615.9720742
468	614.6309103
469	613.4729275
470	611.3440847
471	610.0283693
472	608.3761554
473	607.6400262
474	606.5581251
475	605.8718444
476	604.3127531
477	603.2845184
478	601.3508239
479	599.9434455
480	598.8508411
481	597.296527
482	595.5885847
483	593.8061427
484	592.4447509
485	591.2670829
486	589.9173403
487	589.3649266
488	587.3374611
489	586.7520773
490	585.6595364
491	583.890767
492	582.566227
493	581.2544161
494	580.7591829
495	579.855709
496	577.9305228
497	577.1907912
498	575.3560586
499	573.5941634
500	572.7904999
501	571.7766178
502	570.8408588
503	568.9896788
504	568.4021591
505	567.367644
506	566.4035502
507	564.969829
508	563.6152286
509	562.7967903
510	560.9362569
511	559.0282444
512	557.571986
513	556.951633
514	556.3200938
515	555.5430462
516	554.6520316
517	553.6035913
518	552.7001217
519	551.9096239
520	549.6024331
521	548.3848295
522	548.0067314
523	546.6967967
524	545.5351851
525	544.256387
526	543.160047
527	541.9910231
528	540.4173403
529	539.7582037
530	539.2353892
531	538.774588
532	537.4866141
533	537.0137068
534	535.3492984
535	534.3237627
536	533.9338925
537	532.2961766
538	530.4454336
539	529.3892992
540	528.8897344
541	528.2277611
542	527.1508199
543	524.8257585
544	524.061323
545	523.138209
546	522.1776958
547	521.0953541
548	519.6598045
549	519.2514577
550	518.5247532
551	517.7161033
552	517.230086
553	516.3230541
554	515.2640581
555	514.6765791
556	514.1516932
557	513.7356229
558	512.612584
559	511.8884714
560	511.2066785
561	510.5674948
562	510.1263903
563	509.4425382
564	508.5243869
565	507.3147931
566	506.6014252
567	504.9021725
568	504.1811728
569	503.1697875
570	502.7850474
571	501.5334873
572	500.9446978
573	500.3979129
574	499.5088039
575	498.8712327
576	497.5055618
577	496.5815418
578	494.8452808
579	494.1960549
580	492.5329682
581	491.7761812
582	490.4247339
583	489.4263348
584	488.3974775
585	487.3375679
586	486.4680345
587	484.9341097
588	483.5595298
589	482.5198015
590	481.6596916
591	481.4042227
592	481.0510796
593	480.4131069
594	479.8803322
595	478.9755645
596	477.9169523
597	477.2495105
598	475.8512754
599	474.3591776
600	473.8335313
601	473.0952536
602	472.735575
603	471.7348076
604	471.1664193
605	470.2731329
606	469.2864887
607	468.5881325
608	467.9440931
609	467.0792853
610	466.4697311
611	466.1434021
612	464.7828833
613	463.5976818
614	462.3492505
615	460.9565162
616	459.9682226
617	459.1795324
618	458.2629864
619	456.8660984
620	455.9313661
621	454.9890818
622	454.241444
623	453.6235885
624	451.9961034
625	451.500576
626	450.7946822
627	449.569239
628	448.9193993
629	447.715771
630	447.380182
631	446.8911453
632	446.5341854
633	446.2573465
634	445.6554327
635	444.5294579
636	444.3235758
637	443.2726206
638	442.3418568
639	441.5856499
640	441.0730487
641	440.3580412
642	440.0127607
643	439.3892759
644	438.2123691
645	436.7607005
646	436.1792056
647	435.4532737
648	434.7606759
649	433.4613559
650	433.0252185
651	431.8088934
652	430.5593453
653	429.3645786
654	429.0950245
655	428.5098293
656	427.9303872
657	427.6292025
658	427.3348809
659	426.0755596
660	425.8764691
661	424.6866755
662	423.4082413
663	422.3659035
664	421.8073027
665	420.6036809
666	419.7096422
667	419.0278051
668	417.8416385
669	416.6939631
670	415.5738388
671	415.0567707
672	414.2059995
673	412.9305108
674	412.1769575
675	411.5462632
676	411.057748
677	410.292636
678	409.3726665
679	408.8875568
680	408.5995381
681	408.057847
682	406.9707973
683	406.7331414
684	406.2301273
685	405.6740059
686	405.1944478
687	404.6604006
688	403.7292172
689	403.5169175
690	402.8502679
691	402.3686963
692	401.4571583
693	400.7979921
694	400.1975333
695	399.8373903
696	399.5591032
697	398.4642579
698	398.2389903
699	397.621982
700	396.866179
701	395.9004736
702	395.5171093
703	394.997239
704	394.4918386
705	393.737648
706	392.9952996
707	392.5730695
708	391.8585202
709	391.6523126
710	390.6464944
711	389.8444826
712	389.1642672
713	388.9263558
714	388.3040611
715	387.2170006
716	387.0729861
717	386.7301348
718	386.2071324
719	386.0010765
720	385.3973466
721	384.9862241
722	384.6146059
723	383.968673
724	383.2289295
725	382.3453597
726	381.9058195
727	380.8071261
728	379.9081278
729	379.2018493
730	378.4366474
731	377.5867774
732	377.4302624
733	376.0561925
734	375.0754343
735	374.618037
736	373.77302
737	373.4280325
738	373.0145199
739	371.9779866
740	371.202062
741	371.0579939
742	370.5857979
743	370.1566211
744	369.7353798
745	369.0878874
746	368.1568034
747	367.5208036
748	366.7689759
749	366.0960209
750	365.3983571
751	364.7731992
752	364.1779029
753	363.497084
754	363.3439383
755	362.8150639
756	361.8907327
757	361.4839155
758	361.3241508
759	360.8486284
760	360.211489
761	359.8161008
762	359.0488858
763	358.2759836
764	357.6884821
765	357.2168329
766	356.7022436
767	356.2745779
768	355.7401523
769	355.0560789
770	354.6532753
771	354.1925648
772	353.481659
773	352.9161276
774	352.7993041
775	352.3089714
776	351.9375072
777	351.5098217
778	350.8335543
779	350.6893329
780	350.3275954
781	350.0243945
782	349.5654195
783	349.1677101
784	349.0435324
785	348.6831775
786	348.1789564
787	347.5630218
788	347.2275806
789	346.2997888
790	345.7325276
791	345.5607203
792	344.7031785
793	344.5635584
794	344.3917986
795	343.9168524
796	343.3077867
797	342.6095931
798	341.8891205
799	341.2841228
800	340.4049266
801	340.0272906
802	339.5889077
803	339.4031653
804	338.8973908
805	338.7498586
806	338.2917857
807	338.0763278
808	337.7508697
809	337.5739
810	336.8555306
811	336.6058513
812	336.4696961
813	336.0003704
814	335.3800808
815	335.265377
816	334.4945322
817	334.216466
818	333.4265108
819	333.3076023
820	332.6421037
821	332.1313694
822	331.5952863
823	331.1898824
824	331.0800357
825	330.4973424
826	330.0321679
827	329.4941398
828	328.8556743
829	328.7212181
830	328.1784261
831	327.7355601
832	327.1181127
833	326.560223
834	326.2487953
835	325.6431224
836	325.2170974
837	325.1578244
838	324.67678
839	324.3324385
840	324.2202652
841	323.7353045
842	323.5712514
843	323.2674663
844	322.8740679
845	322.3954848
846	321.8928919
847	321.2619388
848	321.1086461
849	320.5818246
850	320.2484571
851	319.7599202
852	319.4159658
853	319.0043119
854	318.2754524
855	317.6799644
856	317.554592
857	317.3962249
858	316.9774552
859	316.8503547
860	316.6924905
861	316.2814444
862	316.041481
863	315.5371149
864	314.9054773
865	314.4992403
866	314.3790565
867	313.9885791
868	313.7106612
869	313.1564334
870	312.5982143
871	312.2389652
872	311.7691256
873	311.4396448
874	311.2921496
875	311.070257
876	310.3068944
877	310.208283
878	309.8079045
879	309.3339521
880	308.8180242
881	308.2494273
882	307.8106999
883	307.3098147
884	307.215386
885	307.0771445
886	306.8312677
887	306.3149452
888	305.6961503
889	305.4550931
890	304.8454475
891	304.5164895
892	304.2911104
893	303.8754369
894	303.4581728
895	303.0173486
896	302.3262775
897	302.219485
898	301.7880877
899	301.4299508
900	301.2317799
901	301.0328383
902	300.8204832
903	300.3767227
904	300.2710828
905	300.1386091
906	299.4976851
907	299.0856229
908	298.6592957
909	298.12895
910	297.9693887
911	297.5188055
912	297.1570947
913	296.7681321
914	296.5230665
915	296.3142329
916	295.944338
917	295.8711128
918	295.4703348
919	294.8692761
920	294.4689314
921	294.3656671
922	294.2991876
923	293.9409116
924	293.578006
925	293.2159964
926	292.59822
927	292.5010585
928	291.7822732
929	291.4607145
930	291.3797274
931	290.8249488
932	290.363203
933	290.1066164
934	289.5418581
935	289.0327354
936	288.6296658
937	288.5171896
938	288.2946392
939	288.0210364
940	287.9009567
941	287.483791
942	286.9505776
943	286.3632944
944	286.135097
945	286.0254289
946	285.6672945
947	285.5113235
948	285.1769561
949	284.9691295
950	284.6748077
951	284.4490139
952	284.031348
953	283.5991575
954	283.0905296
955	282.9939817
956	282.5524029
957	282.1455798
958	281.8034509
959	281.4188281
960	281.2486846
961	281.2008288
962	280.9445574
963	280.730723
964	280.3523581
965	280.0461313
966	279.8942827
967	279.8251119
968	279.6800404
969	279.4003969
970	279.1144647
971	278.6400047
972	278.4258416
973	278.1144376
974	277.9123612
975	277.7883204
976	277.3455386
977	276.9279198
978	276.7465042
979	276.3831733
980	276.2509291
981	275.9296542
982	275.650425
983	275.3915345
984	275.1148176
985	275.0015482
986	274.755196
987	274.484894
988	274.3388192
989	274.0153928
990	273.9568005
991	273.5664787
992	273.3124412
993	273.1080311
994	272.7040478
995	272.3441233
996	272.0717742
997	271.6749746
998	271.3866961
999	271.1860682
